filename,test_name,test_id,issue_severity,issue_confidence,issue_text,line_number,line_range,more_info
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_string,B105,LOW,MEDIUM,Possible hardcoded password: 'secret',97,"[97, 98]",https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',125,[125],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',143,[143],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',160,[160],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',174,[174],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',180,[180],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_string,B105,LOW,MEDIUM,Possible hardcoded password: 'secret',188,"[188, 189]",https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',232,[232],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',250,[250],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',256,[256],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',278,[278],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_string,B105,LOW,MEDIUM,Possible hardcoded password: 'secret',317,"[317, 318]",https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'secret',321,[321],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/jobs/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',363,[363],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/minutes/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'adminpass',50,[50],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/minutes/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'adminpass',78,[78],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/pages/management/commands/import_pages_from_svn.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",52,[52],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
/home/diyuan/pythonRepo/pythondotorg/pages/tests/base.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'staff_user',13,[13],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/pages/tests/test_api.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'passworduser',17,"[17, 18, 19, 20]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/pages/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'staff_user',18,[18],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/pydotorg/settings/base.py,hardcoded_password_string,B105,LOW,MEDIUM,Possible hardcoded password: 'its-a-secret-to-everybody',11,"[11, 12, 13]",https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html
/home/diyuan/pythonRepo/pythondotorg/pydotorg/tests/test_resources.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'passworduser',11,"[11, 12, 13]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/successstories/managers.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,30,[30],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
/home/diyuan/pythonRepo/pythondotorg/successstories/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',33,"[33, 34, 35, 36]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/successstories/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',39,[39],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/successstories/utils.py,blacklist,B405,LOW,HIGH,"Using fromstring to parse untrusted XML data is known to be vulnerable to XML attacks. Replace fromstring with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",12,"[12, 13]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b405-import-xml-etree
/home/diyuan/pythonRepo/pythondotorg/successstories/utils.py,blacklist,B314,MEDIUM,HIGH,Using xml.etree.ElementTree.fromstring to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.fromstring with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,34,[34],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b313-b320-xml-bad-elementtree
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_models.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',15,"[15, 16, 17, 18]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',16,"[16, 17, 18, 19, 20, 21]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',23,"[23, 24, 25, 26, 27, 28]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',56,[56],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',82,[82],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',103,[103],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',112,[112],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',117,[117],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',130,[130],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',167,[167],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'baz',172,"[172, 173, 174, 175]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',190,"[190, 191, 192]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',197,[197],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',204,"[204, 205, 206]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',212,[212],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',299,[299],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',305,[305],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',311,[311],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',327,[327],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',335,[335],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',342,[342],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',349,[349],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'password',367,[367],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/home/diyuan/pythonRepo/pythondotorg/users/tests/test_views.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'newpassword',376,"[376, 377]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html

41.0
